file,bary_norm,longest_side
ShapeDatabase_final/AircraftBuoyant/m1337.obj,1.9864442646544545e-07,0.9999999701976776
ShapeDatabase_final/AircraftBuoyant/m1341.obj,1.936352836042289e-07,1.0
ShapeDatabase_final/Apartment/D00366.obj,7.659242650337244e-08,0.9999999701976776
ShapeDatabase_final/Apartment/D00792.obj,1.3934113486377592e-07,1.0
ShapeDatabase_final/AquaticAnimal/m69.obj,1.316762281672772e-07,0.9999999701976776
ShapeDatabase_final/AquaticAnimal/m74.obj,5.4150968333890266e-08,0.9999999701976776
ShapeDatabase_final/Bed/D00031.obj,6.55050580653046e-08,0.9999999701976776
ShapeDatabase_final/Bed/m951.obj,4.1673823783334465e-07,1.0
ShapeDatabase_final/Bicycle/D00621.obj,3.28228819951303e-07,1.0
ShapeDatabase_final/Bicycle/m1472.obj,2.1800767643360616e-07,1.0
ShapeDatabase_final/Biplane/D00666.obj,1.3817064763130085e-07,1.0
ShapeDatabase_final/Biplane/m1141.obj,5.741192645552822e-08,1.0
ShapeDatabase_final/Bird/m43.obj,1.0293610312378314e-07,1.0
ShapeDatabase_final/Bird/m35.obj,7.918434481935942e-08,1.0
ShapeDatabase_final/Bookset/D01038.obj,1.7748589175464135e-07,0.9999999701976776
ShapeDatabase_final/Bookset/D01184.obj,2.1345337901418748e-07,1.0
ShapeDatabase_final/Bottle/D00716.obj,6.675107413750597e-08,1.0000000298023224
ShapeDatabase_final/Bottle/D00020.obj,4.5393596752508993e-08,1.0000000298023224
ShapeDatabase_final/BuildingNonResidential/m389.obj,2.441945763046239e-07,1.0
ShapeDatabase_final/BuildingNonResidential/m400.obj,1.5123130213726044e-07,1.0
ShapeDatabase_final/Bus/D00446.obj,6.813618747058056e-08,0.9999999701976776
ShapeDatabase_final/Bus/D00677.obj,1.4798144027895242e-07,1.0
ShapeDatabase_final/Car/m1540.obj,2.5854883030962415e-07,1.0
ShapeDatabase_final/Car/m1559.obj,2.0882478049204754e-07,1.0000000298023224
ShapeDatabase_final/Cellphone/D00902.obj,4.3082622117765315e-08,1.0
ShapeDatabase_final/Cellphone/D00979.obj,2.74455961782098e-08,1.0
ShapeDatabase_final/Chess/m1612.obj,1.8717874353162938e-07,0.9999999701976776
ShapeDatabase_final/Chess/D01138.obj,1.4109825674209008e-07,1.0
ShapeDatabase_final/City/D01103.obj,5.6269025764526026e-08,0.9999999701976776
ShapeDatabase_final/City/D01090.obj,2.0726480531946923e-07,1.0
ShapeDatabase_final/ClassicPiano/D00254.obj,2.0120154310036987e-07,1.0000000298023224
ShapeDatabase_final/ClassicPiano/D00314.obj,7.972237975876995e-08,0.9999999701976776
ShapeDatabase_final/Computer/D01026.obj,2.4096567920756756e-07,1.0
ShapeDatabase_final/Computer/m1770.obj,2.49901329477462e-07,1.0
ShapeDatabase_final/ComputerKeyboard/D00692.obj,4.533941892400868e-08,1.0
ShapeDatabase_final/ComputerKeyboard/D00116.obj,2.0184984614206015e-07,1.0
ShapeDatabase_final/Cup/m499.obj,9.753781941921376e-08,1.0
ShapeDatabase_final/Cup/D00214.obj,6.463274265846705e-08,0.9999999701976776
ShapeDatabase_final/DeskLamp/m606.obj,7.285342147202027e-07,0.9999999701976776
ShapeDatabase_final/DeskLamp/D00147.obj,3.6816287308872027e-07,1.0
ShapeDatabase_final/DeskPhone/D00135.obj,8.412870739971852e-08,1.0000000298023224
ShapeDatabase_final/DeskPhone/D00897.obj,2.3555801426540006e-08,0.9999999701976776
ShapeDatabase_final/Door/m1715.obj,1.918920394271303e-07,1.0000000298023224
ShapeDatabase_final/Door/D01104.obj,2.8381817994993265e-07,1.0
ShapeDatabase_final/Drum/D00308.obj,1.171694370222881e-07,1.0
ShapeDatabase_final/Drum/D00063.obj,1.1913430305527582e-07,1.0
ShapeDatabase_final/Fish/D00450.obj,9.270816709775103e-09,1.0
ShapeDatabase_final/Fish/D00950.obj,8.264988590996602e-08,1.0
ShapeDatabase_final/FloorLamp/m621.obj,2.1578175611082548e-07,1.0
ShapeDatabase_final/FloorLamp/D00400.obj,3.09398202000602e-08,1.0000000298023224
ShapeDatabase_final/Glasses/D00877.obj,1.333978783775382e-07,1.0000000298023224
ShapeDatabase_final/Glasses/D00475.obj,3.3423661984838685e-07,1.0000000298023224
ShapeDatabase_final/Guitar/D00335.obj,1.621258024817407e-08,1.0000000298023224
ShapeDatabase_final/Guitar/D00464.obj,1.3593118248774778e-07,1.0
ShapeDatabase_final/Gun/D00282.obj,3.957237853042375e-08,0.9999999701976776
ShapeDatabase_final/Gun/m669.obj,2.7578088942400743e-07,1.0
ShapeDatabase_final/Hand/m334.obj,6.999866225756348e-08,1.0000000298023224
ShapeDatabase_final/Hand/D01170.obj,2.856306309334752e-08,0.9999999701976776
ShapeDatabase_final/Hat/m1634.obj,2.7281162908046997e-08,1.0
ShapeDatabase_final/Hat/m1638.obj,2.720611842966732e-08,1.0
ShapeDatabase_final/Helicopter/m1305.obj,6.264980320022785e-08,0.9999999701976776
ShapeDatabase_final/Helicopter/D00470.obj,9.657441478958543e-08,1.0
ShapeDatabase_final/House/D00415.obj,1.1594204164313593e-07,1.0000000298023224
ShapeDatabase_final/House/m433.obj,2.044124991608439e-07,1.0000000298023224
ShapeDatabase_final/HumanHead/D00984.obj,3.965920261238038e-08,1.0
ShapeDatabase_final/HumanHead/D00629.obj,2.580911587693747e-08,1.0000000298023224
ShapeDatabase_final/Humanoid/m266.obj,1.6417105722507546e-07,1.0
ShapeDatabase_final/Humanoid/m134.obj,3.6384320544795266e-08,1.0
ShapeDatabase_final/Insect/D00788.obj,4.3444435327697564e-08,1.0
ShapeDatabase_final/Insect/D00672.obj,1.583909699213707e-07,1.0000000298023224
ShapeDatabase_final/Jet/m1210.obj,1.0401128256557685e-07,1.0000000298023224
ShapeDatabase_final/Jet/m1287.obj,2.225480303563442e-07,1.0
ShapeDatabase_final/Knife/m727.obj,1.0449499356249995e-07,1.0
ShapeDatabase_final/Knife/D01077.obj,6.931391171984656e-08,1.0000000298023224
ShapeDatabase_final/MilitaryVehicle/D00334.obj,8.565979432735951e-08,1.0000000298023224
ShapeDatabase_final/MilitaryVehicle/D00918.obj,6.257469443582821e-08,1.0
ShapeDatabase_final/Monitor/D00863.obj,9.363151815379659e-08,0.9999999701976776
ShapeDatabase_final/Monitor/D00919.obj,7.765412393853611e-08,1.0000000298023224
ShapeDatabase_final/Monoplane/D00043.obj,1.0659318756350676e-07,1.0000000298023224
ShapeDatabase_final/Monoplane/D00688.obj,3.402698376369549e-08,1.0
ShapeDatabase_final/Motorcycle/m1482.obj,1.4437955432567792e-07,1.0
ShapeDatabase_final/Motorcycle/D00224.obj,8.12909524217355e-08,1.0
ShapeDatabase_final/Mug/D00341.obj,2.642569936123418e-08,1.0
ShapeDatabase_final/Mug/D00372.obj,4.92252938638714e-08,0.9999999701976776
ShapeDatabase_final/MultiSeat/D00289.obj,6.21050431564084e-08,1.0
ShapeDatabase_final/MultiSeat/m777.obj,2.5837637892701023e-07,0.9999999701976776
ShapeDatabase_final/Musical_Instrument/m640.obj,9.20609175252272e-08,1.0
ShapeDatabase_final/Musical_Instrument/m629.obj,1.9227754322050905e-07,1.0000000298023224
ShapeDatabase_final/NonWheelChair/D00240.obj,2.2398820938143148e-07,0.9999999701976776
ShapeDatabase_final/NonWheelChair/D00481.obj,1.3544026611018383e-07,1.0
ShapeDatabase_final/PianoBoard/D00122.obj,2.644455504823728e-07,1.0000000298023224
ShapeDatabase_final/PianoBoard/D00104.obj,2.9217641300471117e-07,1.0000000298023224
ShapeDatabase_final/PlantIndoors/m997.obj,1.818296849813538e-07,1.0
ShapeDatabase_final/PlantIndoors/D00466.obj,8.044985226204932e-08,1.0000000298023224
ShapeDatabase_final/PlantWildNonTree/m976.obj,6.964804434639206e-08,0.9999999701976776
ShapeDatabase_final/PlantWildNonTree/m961.obj,5.0590695673642615e-08,1.0000000298023224
ShapeDatabase_final/Quadruped/m278.obj,7.702941782679615e-08,0.9999999701976776
ShapeDatabase_final/Quadruped/m281.obj,1.0158438728735407e-07,1.0
ShapeDatabase_final/RectangleTable/m878.obj,3.9103720181754116e-07,1.0
ShapeDatabase_final/RectangleTable/m896.obj,4.235865668580014e-07,1.0000000298023224
ShapeDatabase_final/Rocket/D00719.obj,3.6251891773948835e-08,1.0
ShapeDatabase_final/Rocket/D00472.obj,5.474593969880418e-08,0.9999999701976776
ShapeDatabase_final/RoundTable/m926.obj,1.7355082390898156e-07,1.0
ShapeDatabase_final/RoundTable/D00756.obj,4.284131947681531e-08,1.0000000149011612
ShapeDatabase_final/Shelf/m854.obj,6.179168907734806e-08,1.0000000298023224
ShapeDatabase_final/Shelf/D00818.obj,1.4160908118481823e-07,1.0000000298023224
ShapeDatabase_final/Ship/D00258.obj,2.528603498212929e-08,1.0
ShapeDatabase_final/Ship/m1460.obj,1.3166365672776507e-07,1.0
ShapeDatabase_final/Sign/m1672.obj,1.7911007644843285e-07,0.9999999701976776
ShapeDatabase_final/Sign/m1671.obj,2.4599043454696134e-07,1.0000000298023224
ShapeDatabase_final/Skyscraper/D00532.obj,9.138621791479278e-08,0.9999999701976776
ShapeDatabase_final/Skyscraper/D00059.obj,2.5664233495467114e-07,0.9999999701976776
ShapeDatabase_final/Spoon/D00497.obj,9.111949859599352e-09,0.9999999701976776
ShapeDatabase_final/Spoon/D00674.obj,6.880507989508918e-08,0.9999999701976776
ShapeDatabase_final/Starship/m1359.obj,1.3985902547374478e-07,0.9999999701976776
ShapeDatabase_final/Starship/m1379.obj,8.008305165694683e-08,0.9999999701976776
ShapeDatabase_final/SubmachineGun/D00068.obj,1.5822869154063967e-08,0.9999999701976776
ShapeDatabase_final/SubmachineGun/D00878.obj,5.649025054037912e-08,0.9999999701976776
ShapeDatabase_final/Sword/D00195.obj,7.817806408017326e-08,0.9999999701976776
ShapeDatabase_final/Sword/D00712.obj,6.556660780249078e-08,1.0
ShapeDatabase_final/Tool/m1112.obj,1.7857557072406065e-07,1.0
ShapeDatabase_final/Tool/m1101.obj,9.610344506432022e-08,0.9999999701976776
ShapeDatabase_final/Train/D01031.obj,1.9486791665575317e-07,0.9999999701976776
ShapeDatabase_final/Train/D01064.obj,1.623331837456582e-07,1.0
ShapeDatabase_final/Tree/D00612.obj,6.505974867854184e-08,1.0
ShapeDatabase_final/Tree/m1067.obj,1.8867555719077683e-07,0.9999999701976776
ShapeDatabase_final/Truck/D00029.obj,9.423566729623704e-08,1.0
ShapeDatabase_final/Truck/m1571.obj,1.4095911743764878e-07,1.0000000298023224
ShapeDatabase_final/TruckNonContainer/D00731.obj,1.0745143527307192e-07,1.0000000298023224
ShapeDatabase_final/TruckNonContainer/D00266.obj,1.7807513473876704e-07,1.0
ShapeDatabase_final/Vase/m536.obj,1.8360189286988943e-07,1.0000000298023224
ShapeDatabase_final/Vase/m529.obj,5.8203401027050845e-08,1.0000000298023224
ShapeDatabase_final/Violin/D00108.obj,3.372834179187915e-08,1.0
ShapeDatabase_final/Violin/D00701.obj,2.5997821280967223e-07,1.0
ShapeDatabase_final/Wheel/m734.obj,6.65155540814943e-08,1.0
ShapeDatabase_final/Wheel/m735.obj,8.901238276315992e-08,1.0000000298023224
ShapeDatabase_final/WheelChair/D00453.obj,2.0967151919900804e-07,1.0000000298023224
ShapeDatabase_final/WheelChair/D00070.obj,3.02752075146237e-08,1.0
